Assignment,BIEN_Number,Family,Latin,TotalObsInBIEN,nameSubmitted,nameMatched,nameMatchedScore,nameMatchedAuthor,nameMatchedUrl,,,acceptance,genusMatched,genusMatchedScore,speciesMatched,Recent Name,Old name,Invasive,Non-native,NotRare(largeRangeOrHighAbundance),RecognizedAsRare,Unresolved,Comments
d,4780,Thuidiaceae,Anomodon heteroideus,3,Thuidiaceae Anomodon heteroideus,Anomodon heteroideus,1,Kindb.,http://www.tropicos.org/Name/35108767 ,,,No opinion,Anomodon,1,heteroideus,,Y,,,,Y,,synonym for Leskeella nervosa var. flagellifera
d,8564,Poaceae,Atractantha amazonica,3,Poaceae Atractantha amazonica,Atractantha amazonica,1,Judz. & L.G. Clark,http://www.tropicos.org/Name/25528380 ,,,Accepted,Atractantha,1,amazonica,,,,,,Y?,,Rare? South America: northern South America and Brazil.
d,77061,Rubiaceae,Psychotria grandistipula,1,Rubiaceae Psychotria grandistipula,Psychotria grandistipula,1,Merr.,http://www.tropicos.org/Name/27909330 ,,,No opinion,Psychotria,1,grandistipula,,,,,,Y?,,"Synonym for Psychotria panamensis, which is limited in distribution to Central America, but not sure it is really rare"
d,80102,Aneuraceae,Riccardia pinguis,1,Aneuraceae Riccardia pinguis,Riccardia pinguis,1,(L.) Gray,http://www.tropicos.org/Name/35187042 ,,,Accepted,Riccardia,1,pinguis,,Y,,,Y,,,Old name for Aneura pinguis
d,50718,Arecaceae,Licuala spinosa,2,Arecaceae Licuala spinosa,Licuala spinosa,1,Thunb.,http://www.tropicos.org/Name/2402168 ,,,No opinion,Licuala,1,spinosa,,,,Y,,,,
d,9858,Bartramiaceae,Bartramia oederiana,1,Bartramiaceae Bartramia oederiana,Bartramia oederiana,1,Sw.,http://www.tropicos.org/Name/35113398,,,Accepted,Bartramia,1,oederiana,,Y,,,Y,, ,Old name for Plagiopus oederiana
d,42728,Boraginaceae,Heliotropium monostachyum,1,Boraginaceae Heliotropium monostachyum,Heliotropium monostachyum,1,Cham. & Schltdl.,http://www.tropicos.org/Name/4000492 ,,,Accepted,Heliotropium,1,monostachyum,,Y,,,,,,synonym of Heliotropium transalpinum
d,13136,Bryaceae,Bryum goudotii,2,Bryaceae Bryum goudotii,Bryum goudotii,1,Hampe,http://www.tropicos.org/Name/35136627 ,,,Accepted,Bryum,1,goudotii,,Y,,,Y,,,Synonym for Bryum billardieri
d,13713,Burseraceae,Bursera vazquezyanesii,3,Burseraceae Bursera vazquezyanesii,Bursera vazquezyanesii,1,Rzed. & Calder—n,http://www.tropicos.org/Name/100302551 ,,,No opinion,Bursera,1,vazquezyanesii,,,,,,,T,
d,18163,Cephaloziaceae,Cephalozia badia,1,Cephaloziaceae Cephalozia badia,Cephalozia badia,1,(Gottsche) Stephani,http://www.tropicos.org/Name/35207779 ,,,Accepted,Cephalozia,1,badia,,,,,,Y,,
d,18172,Cephaloziaceae,Cephalozia lacinulata,1,Cephaloziaceae Cephalozia lacinulata,Cephalozia lacinulata,1,(J.B. Jack ex Gottsche & Rabenh.) Spruce,http://www.tropicos.org/Name/35184900 ,,,Accepted,Cephalozia,1,lacinulata,,,,,,Y,,
d,24869,Cryphaeaceae,Cryphaea fasciculata,3,Cryphaeaceae Cryphaea fasciculata,Cryphaea fasciculata,1,Duby,http://www.tropicos.org/Name/35158448 ,,,Accepted,Cryphaea,1,fasciculata,,Y,,,,,,Known only from New Caledonia
d,31505,Cyperaceae,Edritria laevigata,1,Cyperaceae Edritria laevigata,Edritria laevigata,1,(Sm.) Raf.,http://www.tropicos.org/Name/100184344 ,,,Accepted,Edritria,1,laevigata,,,,Y,,,,synonym of carex laevigata
d,79617,Cyperaceae,Rhynchopera paniculata,1,Cyperaceae Rhynchopera paniculata,Rhynchopera paniculata,1,(L.) Fedde & J. Schust.,http://www.tropicos.org/Name/100251381 ,,,Accepted,Rhynchopera,1,paniculata,,,,Y,,,,Synonym for carex paniculata
d,83413,Cyperaceae,Schoenoplectiella erecta,2,Cyperaceae Schoenoplectiella erecta,Schoenoplectiella erecta,1,(Poir.) Lye,http://www.tropicos.org/Name/50302640 ,,,Accepted,Schoenoplectiella,1,erecta,,,,Y,,,,native to Madagascar
?,28553,Dicranaceae,Dicranoweisia funiculipes,2,Dicranaceae Dicranoweisia funiculipes,Dicranoweisia funiculipes,1,Cardot & Broth.,http://www.tropicos.org/Name/35121691 ,,,Accepted,Dicranoweisia,1,funiculipes,,,,,,,,
d,31573,Elaeagnaceae,Elaeagnus cumingii,1,Elaeagnaceae Elaeagnus cumingii,Elaeagnus cumingii,1,Schltdl.,http://www.tropicos.org/Name/50266877 ,,,No opinion,Elaeagnus,1,cumingii,,,,T,,,,synonym of Eleagnus triflora
d,8387,Fabaceae,Astragalus sclerocarpus,2,Fabaceae Astragalus sclerocarpus,Astragalus sclerocarpus,1,A. Gray,http://www.tropicos.org/Name/13017212 ,,,Accepted,Astragalus,1,sclerocarpus,,,,,Y,,,
d,18372,Fabaceae,Cercis chinensis,2,Fabaceae Cercis chinensis,Cercis chinensis,1,Bunge,http://www.tropicos.org/Name/13028558 ,,,Accepted,Cercis,1,chinensis,,,,Y,,,,
d,45871,Fabaceae,Indigofera zollingeriana,1,Fabaceae Indigofera zollingeriana,Indigofera zollingeriana,1,Miq.,http://www.tropicos.org/Name/13021150 ,,,Accepted,Indigofera,1,zollingeriana,,,,Y,,,,
d,52937,Fabaceae,Maackia amurensis,1,Fabaceae Maackia amurensis,Maackia amurensis,1,Rupr.,http://www.tropicos.org/Name/13053277 ,,,Accepted,Maackia,1,amurensis,,,,Y,,,,
?,55958,Fabaceae,Meibomia nummularia,1,Fabaceae Meibomia nummularia,Meibomia nummularia,1,Rusby,http://www.tropicos.org/Name/13015990 ,,,Accepted,Meibomia,1,nummularia,,,,,,,Y,name appears to be a mis-spelling
d,85050,Fabaceae,Senna hebecarpa,2,Fabaceae Senna hebecarpa,Senna hebecarpa,1,(Fernald) H.S. Irwin & Barneby,http://www.tropicos.org/Name/13041337 ,,,Accepted,Senna,1,hebecarpa,,,,,Y,,,
d,90122,Fabaceae,Strongylodon ruber,1,Fabaceae Strongylodon ruber,Strongylodon ruber,1,Vogel,http://www.tropicos.org/Name/13054666 ,,,No opinion,Strongylodon,1,ruber,,,,Y,,,,
d,99510,Fabaceae,Zygia steyermarkii,1,Fabaceae Zygia steyermarkii,Zygia steyermarkii,1,(Schery) Barneby & J.W. Grimes,http://www.tropicos.org/Name/50089086 ,,,Accepted,Zygia,1,steyermarkii,,,,,,,Y,name not found – appears to be a mis-spelling
d,93310,Melastomataceae,Tibouchina taperoensis,3,Melastomataceae Tibouchina taperoensis,Tibouchina taperoensis,1,Wurdack,http://www.tropicos.org/Name/50171571 ,,,Accepted,Tibouchina,1,taperoensis,,,,,,,,
d,93918,Meliaceae,Toona ciliata,1,Meliaceae Toona ciliata,Toona ciliata,1,M. Roem.,http://www.tropicos.org/Name/20400348 ,,,Accepted,Toona,1,ciliata,,,,Y,,,,
d,35763,Myrtaceae,Eugenia subcorymbosa,2,Myrtaceae Eugenia subcorymbosa,Eugenia subcorymbosa,1,O. Berg,http://www.tropicos.org/Name/100190040 ,,,No opinion,Eugenia,1,subcorymbosa,,Y,,,,,,synonym of Eugenia punicifolia
d,76715,Myrtaceae,Psidium pyriferum,1,Myrtaceae Psidium pyriferum,Psidium pyriferum,1,L.,http://www.tropicos.org/Name/22102030 ,,,No opinion,Psidium,1,pyriferum,,,,,Y,,,"has lots of synonyms, which may explain why there were only a small number of specimens under this name"
d,7590,Orchidaceae,Aspidogyne kuczynskii,2,Orchidaceae Aspidogyne kuczynskii,Aspidogyne kuczynskii,1,(Porsch) Garay,http://www.tropicos.org/Name/50009934 ,,,Accepted,Aspidogyne,1,kuczynskii,,,,,Y,,,
d,28210,Orchidaceae,Dichaea sarapiquensis,2,Orchidaceae Dichaea sarapiquensis,Dichaea sarapiquensis,1,Folsom ex Mora-Ret. & J.B. Garc’a,http://www.tropicos.org/Name/50007561 ,,,No opinion,Dichaea,1,sarapiquensis,,,,,,,,
d,30202,Orchidaceae,Doritis pulcherrima,2,Orchidaceae Doritis pulcherrima,Doritis pulcherrima,1,Lindl.,http://www.tropicos.org/Name/23500750 ,,,Accepted,Doritis,1,pulcherrima,,,,Y,,,,
d,32531,Orchidaceae,Encyclia buchtienii,1,Orchidaceae Encyclia buchtienii,Encyclia buchtienii,1,Schltr.,http://www.tropicos.org/Name/23509053 ,,,Accepted,Encyclia,1,buchtienii,,,,Y,,,,
d,34780,Orchidaceae,Erythrodes ovata,1,Orchidaceae Erythrodes ovata,Erythrodes ovata,1,(Lindl.) Ames,http://www.tropicos.org/Name/23506059 ,,,Accepted,Erythrodes,1,ovata,,,,,Y,,,
d,37408,Orchidaceae,Fissia picturata,2,Orchidaceae Fissia picturata,Fissia picturata,1,(Rchb. f.) Luer,http://www.tropicos.org/Name/50309688 ,,,Accepted,Fissia,1,picturata,,,,,Y,,,
d,49595,Orchidaceae,Lepanthes ringens,1,Orchidaceae Lepanthes ringens,Lepanthes ringens,1,Luer & R. V‡squez,http://www.tropicos.org/Name/23521741 ,,,Accepted,Lepanthes,1,ringens,,,,,,,,
d,88932,Orchidaceae,Stelis chamaestelis,2,Orchidaceae Stelis chamaestelis,Stelis chamaestelis,1,(Rchb. f.) Garay & Dunst.,http://www.tropicos.org/Name/23510470 ,,,Accepted,Stelis,1,chamaestelis,,,,,,,,
d,2189,Orobanchaceae,Agalinis paupercula,2,Orobanchaceae Agalinis paupercula,Agalinis paupercula,1,(A. Gray) Britton,http://www.tropicos.org/Name/29201633 ,,,Accepted,Agalinis,1,paupercula,,,,,Y,,,Eastern North America
d,68264,Piperaceae,Peperomia laevifolia,1,Piperaceae Peperomia laevifolia,Peperomia laevifolia,1,(Blume) Miq.,http://www.tropicos.org/Name/50217149 ,,,Accepted,Peperomia,1,laevifolia,,,,Y,,,,
d,30761,Polypodiaceae,Drynaria fortunei,1,Polypodiaceae Drynaria fortunei,Drynaria fortunei,1,(Kunze ex Mett.) J. Sm.,http://www.tropicos.org/Name/26622209 ,,,Accepted,Drynaria,1,fortunei,,,,Y,,,,
d,84500,Polypodiaceae,Selliguea platyphylla,2,Polypodiaceae Selliguea platyphylla,Selliguea platyphylla,1,(Sw.) Ching,http://www.tropicos.org/Name/50243714 ,,,Accepted,Selliguea,1,platyphylla,,,,Y,,,,
d,9755,Pottiaceae,Barbula laevigata,3,Pottiaceae Barbula laevigata,Barbula laevigata,1,(Mitt.) A. Jaeger,http://www.tropicos.org/Name/35110781 ,,,Accepted,Barbula,1,laevigata,,Y,,,Y,,,Old name for Didymodon laegivata
d,13055,Pottiaceae,Bryoerythrophyllum alpigenum,1,Pottiaceae Bryoerythrophyllum alpigenum,Bryoerythrophyllum alpigenum,1,(Vent.) P.C. Chen,http://www.tropicos.org/Name/35115769 ,,,Accepted,Bryoerythrophyllum,1,alpigenum,,,,Y,,,,known only from Asia
d,77143,Rubiaceae,Psychotria manillensis,1,Rubiaceae Psychotria manillensis,Psychotria manillensis,1,Bartl. ex DC.,http://www.tropicos.org/Name/50087459 ,,,Accepted,Psychotria,1,manillensis,,,,Y,,,,
d,91663,Rubiaceae,Tarenna neurophylla,1,Rubiaceae Tarenna neurophylla,Tarenna neurophylla,1,(S. Moore) Bremek.,http://www.tropicos.org/Name/27906245 ,,,Accepted,Tarenna,1,neurophylla,,,,Y,,,,
d,88759,Stachyuraceae,Stachyurus chinensis,1,Stachyuraceae Stachyurus chinensis,Stachyurus chinensis,1,Franch.,http://www.tropicos.org/Name/30000001 ,,,Accepted,Stachyurus,1,chinensis,,,,Y,,,,
